Date;Close;Open;High;Low;Volume;Variation %
31/01/2022;17.5;17.45;17.55;17.5;3380000;0.29%
28/01/2022;17.45;17.3;17.45;17.45;1380000;0.87%
27/01/2022;17.3;17.25;17.3;17;2290000;0.29%
26/01/2022;17.25;17.75;17.25;17.25;361760;-2.82%
25/01/2022;17.75;17.75;17.7;17.15;858670;0.00%
24/01/2022;17.75;17.75;17.9;17.3;648750;0.00%
21/01/2022;17.75;17.75;18.2;17.35;581100;0.00%
20/01/2022;17.75;18.25;17.95;17.75;1070000;-2.74%
19/01/2022;18.25;18.25;18.25;17.55;507610;0.00%
18/01/2022;18.25;17;18.25;18.25;1300000;7.35%
17/01/2022;17;17;17;17;897440;0.00%
14/01/2022;17;17;17.3;16.95;235340;0.00%
13/01/2022;17;17;17.3;16.95;385150;0.00%
12/01/2022;17;17;17;17;966140;0.00%
11/01/2022;17;17;17.2;16.8;433220;0.00%
10/01/2022;17;17;17;17;568950;0.00%
07/01/2022;17;17;17.3;16.95;894080;0.00%
06/01/2022;17;17;17.45;16.7;141820;0.00%
05/01/2022;17;16.95;17;17;1130000;0.29%
04/01/2022;16.95;17.4;17;16.95;1450000;-2.59%
31/12/2021;17.4;16.5;17.4;17.4;239480;5.45%
30/12/2021;16.5;17;16.5;16.5;267850;-2.94%
29/12/2021;17;17;17;17;1180000;0.00%
24/12/2021;17;17;17.4;16.7;38320;0.00%
23/12/2021;17;17;17;17;1110000;0.00%
22/12/2021;17;17;17.4;17;221370;0.00%
21/12/2021;17;17;17.45;17;1010000;0.00%
20/12/2021;17;17;17.4;17;57280;0.00%
17/12/2021;17;16.65;17;16.8;603270;2.10%
16/12/2021;16.65;16.4;17;16.65;544880;1.52%
15/12/2021;16.4;15.95;17.5;16;2510000;2.82%
14/12/2021;15.95;15.95;17.45;16.65;193570;0.00%
13/12/2021;15.95;15.95;17.35;16.65;512130;0.00%
10/12/2021;15.95;15.95;17;16.05;734300;0.00%
09/12/2021;15.95;16;15.95;15.95;512680;-0.31%
08/12/2021;16;15;16;15.6;1240000;6.67%
07/12/2021;15;15.5;15.2;15;3400000;-3.23%
06/12/2021;15.5;16;16;15.5;3090000;-3.13%
03/12/2021;16;16.2;16.1;16;1870000;-1.23%
02/12/2021;16.2;16.25;16.2;16.2;1580000;-0.31%
01/12/2021;16.25;16.25;16.45;15.8;487020;0.00%
30/11/2021;16.25;16.45;16.25;15.5;1980000;-1.22%
29/11/2021;16.45;16.45;16.45;16.45;3530000;0.00%
26/11/2021;16.45;16.45;16.85;16.45;393640;0.00%
25/11/2021;16.45;16.45;16.45;16.45;1420000;0.00%
24/11/2021;16.45;16.3;16.5;16.45;1510000;0.92%
23/11/2021;16.3;16.5;16.55;16.3;1110000;-1.21%
22/11/2021;16.5;16.8;16.8;16.5;2450000;-1.79%
19/11/2021;16.8;16.8;16.95;16.5;183220;0.00%
18/11/2021;16.8;16.8;16.9;16.8;1200000;0.00%
17/11/2021;16.8;17;16.8;16.8;752470;-1.18%
16/11/2021;17;17;17;17;1930000;0.00%
15/11/2021;17;17.1;17;17;1030000;-0.58%
12/11/2021;17.1;17.1;17.1;16.75;629090;0.00%
11/11/2021;17.1;17.1;17;16.8;596020;0.00%
10/11/2021;17.1;17.1;17.1;16.9;1280000;0.00%
09/11/2021;17.1;16.7;17.1;17.1;1510000;2.40%
08/11/2021;16.7;16.7;17;16.7;294410;0.00%
05/11/2021;16.7;16.7;16.7;16.7;1530000;0.00%
04/11/2021;16.7;16.65;16.7;16.7;1540000;0.30%
03/11/2021;16.65;16.65;17;16.7;505280;0.00%
02/11/2021;16.65;16.5;16.65;16.65;536580;0.91%
01/11/2021;16.5;17;16.5;16.5;1800000;-2.94%
29/10/2021;17;18;17.9;16.95;5670000;-5.56%
28/10/2021;18;18;18.1;18;1170000;0.00%
27/10/2021;18;18;18;18;1740000;0.00%
26/10/2021;18;18;18;18;3660000;0.00%
25/10/2021;18;18;18;18;3340000;0.00%
22/10/2021;18;18;18;17.6;317830;0.00%
21/10/2021;18;17.6;18;17.85;1840000;2.27%
20/10/2021;17.6;17.6;17.95;17.6;215900;0.00%
18/10/2021;17.6;17.65;17.65;17.6;1570000;-0.28%
15/10/2021;17.65;17.6;17.65;17.65;543700;0.28%
14/10/2021;17.6;17.8;17.6;17.6;1430000;-1.12%
13/10/2021;17.8;17.6;17.8;17.6;2040000;1.14%
12/10/2021;17.6;17.4;17.6;17.45;879020;1.15%
11/10/2021;17.4;17.4;17.9;17.4;314850;0.00%
08/10/2021;17.4;17.4;18;17.4;484360;0.00%
07/10/2021;17.4;17.4;17.4;17.4;651570;0.00%
06/10/2021;17.4;17.6;17.7;17.4;2810000;-1.14%
05/10/2021;17.6;17.5;17.6;17.6;1310000;0.57%
04/10/2021;17.5;17.4;17.5;17.5;1020000;0.57%
30/09/2021;17.4;17.4;17.4;17.4;554280;0.00%
29/09/2021;17.4;17.4;17.4;17.3;1220000;0.00%
28/09/2021;17.4;17.4;17.4;17.4;2530000;0.00%
27/09/2021;17.4;17.2;17.4;17.4;1590000;1.16%
24/09/2021;17.2;17.2;17.7;17.05;706550;0.00%
23/09/2021;17.2;17.2;17.2;17.2;520460;0.00%
22/09/2021;17.2;17.2;17.2;17.1;1200000;0.00%
21/09/2021;17.2;17.2;17.7;17.05;1240000;0.00%
20/09/2021;17.2;17.2;17.2;17.2;715960;0.00%
17/09/2021;17.2;17.2;17.55;17.05;819820;0.00%
16/09/2021;17.2;17.3;17.2;17.2;2250000;-0.58%
15/09/2021;17.3;17.3;17.3;17.3;1260000;0.00%
14/09/2021;17.3;17.6;17.3;17.3;1390000;-1.70%
13/09/2021;17.6;17.6;17.6;17.3;445650;0.00%
10/09/2021;17.6;17.5;17.6;17.6;1390000;0.57%
09/09/2021;17.5;17.5;17.5;17.5;726050;0.00%
08/09/2021;17.5;17.3;17.5;17.5;859930;1.16%
07/09/2021;17.3;17.35;17.35;17.3;1510000;-0.29%
06/09/2021;17.35;17.75;17.4;17.35;1030000;-2.25%
03/09/2021;17.75;17.75;17.85;17.45;380960;0.00%
02/09/2021;17.75;17.75;17.75;17.75;4460000;0.00%
01/09/2021;17.75;17.85;17.8;17.75;1080000;-0.56%
31/08/2021;17.85;18;17.85;17.75;850920;-0.83%
30/08/2021;18;17.85;18;17.95;1080000;0.84%
27/08/2021;17.85;17.5;17.85;17.85;741410;2.00%
26/08/2021;17.5;17.5;18;17.5;260160;0.00%
25/08/2021;17.5;18;17.5;17.5;374770;-2.78%
24/08/2021;18;17.85;18;18;809800;0.84%
23/08/2021;17.85;17.85;18;17.65;462940;0.00%
20/08/2021;17.85;17.85;18;17.75;378660;0.00%
19/08/2021;17.85;17.95;17.85;17.85;901770;-0.56%
18/08/2021;17.95;17.95;17.95;17.95;451560;0.00%
17/08/2021;17.95;17.95;17.95;17.75;429480;0.00%
16/08/2021;17.95;17.5;17.95;17.95;566050;2.57%
13/08/2021;17.5;17.5;17.95;17.5;473920;0.00%
12/08/2021;17.5;18;17.95;17.5;2220000;-2.78%
11/08/2021;18;18;18;18;3640000;0.00%
10/08/2021;18;18;18;18;848350;0.00%
09/08/2021;18;17.7;18;18;1770000;1.69%
06/08/2021;17.7;17.7;18;17.35;1130000;0.00%
05/08/2021;17.7;17.45;18;17.7;1440000;1.43%
04/08/2021;17.45;17.45;18;17.3;453270;0.00%
03/08/2021;17.45;17.5;17.6;17.45;2760000;-0.29%
02/08/2021;17.5;18.5;17.85;17.5;2980000;-5.41%
30/07/2021;18.5;18.2;18.5;18.2;3290000;1.65%
29/07/2021;18.2;18.5;18.35;18.2;1040000;-1.62%
28/07/2021;18.5;18.25;18.5;18.35;2380000;1.37%
27/07/2021;18.25;17.85;18.25;18;2090000;2.24%
26/07/2021;17.85;17.65;17.85;17.65;2640000;1.13%
23/07/2021;17.65;17.5;17.65;17.65;1120000;0.86%
22/07/2021;17.5;17.45;17.55;17.5;2610000;0.29%
19/07/2021;17.45;17.45;17.5;17.3;419810;0.00%
16/07/2021;17.45;17.65;17.55;17.45;1060000;-1.13%
15/07/2021;17.65;17.85;17.65;17.65;852060;-1.12%
14/07/2021;17.85;17.85;17.6;17;1390000;0.00%
